Uke,År,Lokalitetsnummer,Lokalitetsnavn,Sykdom,Status,Fra dato,Til dato,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,ProduksjonsområdeId,Produksjonsområde,UtbruddsId,Subtype,Mistanke-dato,Påvist-dato,Tømt-dato,Avsluttet-dato
42,2025,24735,Gulholmen,PD,Påvist,2025-05-26,2026-03-30,4624,BJØRNAFJORDEN,46,Vestland,60.126682,5.399417,3,Karmøy til Sotra,f8950c82-770f-4bc5-8914-5f383b76a0bb,SAV3,2025-05-26,2025-06-11,2025-10-19,2026-03-30
42,2025,39537,Gyltneset,ILA,Påvist,2025-09-17,,5007,NAMSOS,50,Trøndelag,64.683815,11.36595,7,Nord-Trøndelag med Bindal,87e5cdfa-1d36-411a-a55b-ab01b9bdd686,,2025-09-17,2025-10-02,2025-10-21,
42,2025,39217,Hårkallbåen,PD,Påvist,2025-04-30,2025-11-18,1573,SMØLA,15,Møre og Romsdal,63.421917,8.207483,6,Nordmøre og Sør-Trøndelag,7f772e1e-a887-4f00-b335-745c68113332,SAV2,2025-04-30,2025-05-22,2025-07-16,2025-11-18
42,2025,33957,Hofsøya,PD,Påvist,2025-05-28,2025-12-01,5014,FRØYA,50,Trøndelag,63.7224,8.9145,6,Nordmøre og Sør-Trøndelag,b925770e-cac2-46f4-a360-1697b4fb8a44,SAV2,2025-05-28,2025-06-19,2025-06-05,2025-12-01
42,2025,45010,Holand,ILA,Påvist,2025-05-30,,1870,SORTLAND,18,Nordland,68.63108,15.269267,9,Vestfjorden og Vesterålen,2d178cd8-93df-4742-a3ac-6f378ede5513,,2025-05-30,2025-06-13,2025-06-21,
42,2025,11405,Innerbrokløysa,ILA,Mistanke,2025-07-28,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,416fd271-2ab1-462e-b85f-90a01965e323,,2025-07-28,,,
42,2025,11405,Innerbrokløysa,ILA,Påvist,,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,19a597b9-a773-45ee-b108-a68e5a0b2236,,,2025-08-06,,
42,2025,22915,Kalsøyflu,PD,Påvist,2025-02-11,,4625,AUSTEVOLL,46,Vestland,60.03818,5.114417,3,Karmøy til Sotra,97ba4796-cb04-4238-8acf-8738dc3ccf6d,SAV3,2025-02-11,2025-03-05,,
42,2025,24455,Klavelandet,PD,Påvist,2025-02-28,2026-02-20,4602,KINN,46,Vestland,61.60395,5.186533,4,Nordhordaland til Stadt,edbe5d81-6d76-4cd4-8cba-67f765636f8a,SAV3,2025-02-28,2025-03-10,2025-11-25,2026-02-20
42,2025,12980,Klubben,PD,Påvist,2025-04-29,,4636,SOLUND,46,Vestland,61.17955,5.00315,4,Nordhordaland til Stadt,1a46ea41-e782-4bd1-96e1-01d2dea5694a,SAV3,2025-04-29,2025-05-16,,
42,2025,45129,Kvitholmen,PD,Påvist,2024-10-03,2026-01-01,1573,SMØLA,15,Møre og Romsdal,63.46975,8.156933,6,Nordmøre og Sør-Trøndelag,c6286e36-59b7-493a-8448-70ec1098c6f6,SAV2,2024-10-03,2024-10-25,,2026-01-01
42,2025,20595,Kyrholmen S,PD,Påvist,2025-03-26,,4625,AUSTEVOLL,46,Vestland,60.161583,5.207633,3,Karmøy til Sotra,9212ee4c-003f-411d-b268-79bfb6a8e38c,SAV3,2025-03-26,2025-05-20,,
42,2025,11791,Langeråa,PD,Påvist,2025-05-07,,4602,KINN,46,Vestland,61.633835,4.864633,4,Nordhordaland til Stadt,f501049a-110f-4055-9d61-0c7df5dccbe7,SAV3,2025-05-07,2025-05-23,2026-02-28,
42,2025,19098,Leivsethamran,ILA,Mistanke,2025-09-15,2026-03-27,1841,FAUSKE,18,Nordland,67.22784,15.348633,8,Helgeland til Bodø,48fe34f1-78d5-48b9-8216-2911c0888230,,2025-09-15,,2025-11-30,2026-03-27
42,2025,28396,Lindarholmen,PD,Påvist,2025-05-20,2025-12-17,4616,TYSNES,46,Vestland,60.083866,5.63925,3,Karmøy til Sotra,e173e16f-a1ac-40bc-acb5-0cb9d2b3c34f,SAV3,2025-05-20,2025-06-03,2025-09-05,2025-12-17
42,2025,14039,Litle Lunnøy,PD,Påvist,2025-03-06,,4625,AUSTEVOLL,46,Vestland,60.02005,5.169533,3,Karmøy til Sotra,48c92b0f-dc13-4f53-8cdc-651250f9f6e2,SAV3,2025-03-06,2025-03-21,,
42,2025,45206,Lyngholmane,PD,Påvist,2025-07-14,,4636,SOLUND,46,Vestland,61.19315,4.8515,4,Nordhordaland til Stadt,170d5602-4f8d-468f-a7e7-d520269862e7,SAV3,2025-07-14,2025-07-28,2026-01-18,
42,2025,13541,Midtflua,PD,Påvist,2025-05-08,2026-02-01,4616,TYSNES,46,Vestland,60.076633,5.467067,3,Karmøy til Sotra,d236f6d7-bdfe-42e7-8d51-94329eab8ed9,SAV3,2025-05-08,2025-06-20,2025-07-07,2026-02-01
42,2025,34277,Mikkelsøya,ILA,Påvist,2025-05-19,2025-10-24,1867,BØ I NORDLAND,18,Nordland,68.65618,14.729933,9,Vestfjorden og Vesterålen,78986826-42c5-4c71-a2e3-3ec7cd627fe1,,2025-05-19,2025-05-28,2025-06-15,2025-10-24
42,2025,27055,Oddane,PD,Påvist,2025-04-02,,4602,KINN,46,Vestland,61.540367,4.968933,4,Nordhordaland til Stadt,3994f748-38c7-4849-b55b-36d6a3c4723e,SAV3,2025-04-02,2025-04-16,,
42,2025,39937,Orholmen,PD,Mistanke,2025-06-06,2026-01-20,1547,AUKRA,15,Møre og Romsdal,62.77625,6.78015,5,Stadt til Hustadvika,fd65c694-8519-4ed4-b627-27a536caf9dd,SAV2,2025-06-06,,2025-07-01,2026-01-20
42,2025,33417,Persflua,PD,Påvist,2025-06-11,,5057,ØRLAND,50,Trøndelag,63.911266,9.823317,6,Nordmøre og Sør-Trøndelag,0aa2efcc-0777-4e68-b4b2-d6b092241ca8,SAV2,2025-06-11,2025-06-27,2025-11-09,
42,2025,29116,Reiråklakken,PD,Påvist,2024-12-16,2025-12-19,1573,SMØLA,15,Møre og Romsdal,63.44995,8.167133,6,Nordmøre og Sør-Trøndelag,498c81e6-207a-4f26-bb17-783299da780d,SAV2,2024-12-16,2025-01-05,,2025-12-19
42,2025,36957,Rjukan I,SYSTEMISK_INFEKSJON_MED_FLAVOBACTERIUM_PSYCHROPHILUM,Mistanke,2025-09-04,2025-12-17,4026,TINN,40,Telemark,59.880283,8.65915,,,34ae183c-5d3d-44af-b343-5746e6e57252,,2025-09-04,,,2025-12-17
42,2025,10170,Sande,SYSTEMISK_INFEKSJON_MED_FLAVOBACTERIUM_PSYCHROPHILUM,Påvist,2023-12-20,2025-12-18,4650,GLOPPEN,46,Vestland,61.779716,6.12425,4,Nordhordaland til Stadt,ca3e26a4-9e79-478c-aa7e-78d7161baccb,,2023-12-20,2023-12-20,,2025-12-18
42,2025,31677,Sandholmane,PD,Påvist,2024-10-14,,1547,AUKRA,15,Møre og Romsdal,62.79658,6.67125,5,Stadt til Hustadvika,96ee9790-d8e0-4d89-9efb-5fc733c82d9f,SAV2,2024-10-14,2024-11-05,2025-12-19,
42,2025,19635,Skatleia,ILA,Påvist,2025-05-19,2026-01-27,1867,BØ I NORDLAND,18,Nordland,68.8001,14.593767,9,Vestfjorden og Vesterålen,53d4f1d1-21c1-4011-8bfe-16cde79955ab,,2025-05-19,2025-06-02,2025-07-03,2026-01-27
42,2025,38577,Skreda,PD,Mistanke,2025-07-08,2026-01-01,4636,SOLUND,46,Vestland,61.14635,5.08115,4,Nordhordaland til Stadt,06595bf8-67e9-42e2-a79c-a538e1c51357,SAV3,2025-07-08,,2025-07-26,2026-01-01
42,2025,24456,Slettholmene,PD,Mistanke,2025-09-15,,5014,FRØYA,50,Trøndelag,63.88,8.559183,6,Nordmøre og Sør-Trøndelag,1aed6f9c-a1df-45ea-b729-b75a793d88e1,SAV2,2025-09-15,,,
42,2025,31837,Sørfjorden Stamfiskanlegg,ILA,Mistanke,2024-01-23,2026-03-23,1845,SØRFOLD,18,Nordland,67.575485,15.878083,9,Vestfjorden og Vesterålen,9539c125-e8b1-490c-ae6b-5a8183b77dd1,,2024-01-23,,,2026-03-23
42,2025,10311,Storlia,PD,Påvist,2025-07-04,,4637,HYLLESTAD,46,Vestland,61.203133,5.193833,4,Nordhordaland til Stadt,aeaaa3c6-73c8-48e2-a1fb-649ff0e24996,SAV3,2025-07-04,2025-07-07,,
42,2025,31338,Storskjeret,ILA,Påvist,2025-05-09,2025-11-12,1576,AURE,15,Møre og Romsdal,63.27048,8.2298,6,Nordmøre og Sør-Trøndelag,3a0f0fbf-6e62-4f5c-b70b-2896e9ac7dd7,,2025-05-09,2025-05-20,2025-06-17,2025-11-12
42,2025,22435,Stretarneset,ILA,Påvist,2025-05-05,2025-10-24,1866,HADSEL,18,Nordland,68.67398,14.982483,9,Vestfjorden og Vesterålen,baae5c22-29ea-48ab-9bb9-725f14238180,,2025-05-05,2025-05-12,2025-05-06,2025-10-24
42,2025,11813,Svinøy V,PD,Påvist,2025-06-06,,4646,FJALER,46,Vestland,61.30475,5.101317,4,Nordhordaland til Stadt,42fac8d7-2a1d-43e0-aa2e-2bcbcf9a7c44,SAV3,2025-06-06,2025-06-26,2025-12-31,
42,2025,30837,Torangskjeret,PD,Påvist,2025-09-10,,4625,AUSTEVOLL,46,Vestland,60.130184,5.176033,3,Karmøy til Sotra,3d218da0-9196-4a16-b410-2dc2ebbcddf4,SAV3,2025-09-10,2025-09-29,,
42,2025,29336,Trælsøyosen,PD,Påvist,2025-05-26,2026-03-20,4625,AUSTEVOLL,46,Vestland,60.11805,5.26865,3,Karmøy til Sotra,262c08a9-0fd2-4416-ab08-c289545eb425,SAV3,2025-05-26,2025-06-13,2025-08-08,2026-03-20
42,2025,17077,Trettevik,ILA,Påvist,2025-06-13,,5530,SENJA,55,Troms,69.5115,18.022167,10,Andøya til Senja,74d56b2a-7c80-4c50-b8b7-95afdeecb0d6,,2025-06-13,2025-06-19,2025-07-15,
42,2025,13594,Trolløya Sv,ILA,Mistanke,2025-05-15,2025-10-24,1870,SORTLAND,18,Nordland,68.704,15.016667,9,Vestfjorden og Vesterålen,0b6c446a-724d-4e19-807a-41320738ce3c,,2025-05-15,,,2025-10-24
42,2025,13562,Uføro,PD,Påvist,2025-03-15,,4614,STORD,46,Vestland,59.87835,5.526917,3,Karmøy til Sotra,f7213d6f-c40e-4517-a8a4-27a33d14681d,SAV3,2025-03-15,2025-04-25,,
42,2025,45032,Ytterflesa,ILA,Påvist,2025-05-28,2025-11-20,5060,NÆRØYSUND,50,Trøndelag,64.972984,11.443517,7,Nord-Trøndelag med Bindal,171e4ce3-a5b6-4350-8d19-c79a735e9007,,2025-05-28,2025-06-13,2025-07-25,2025-11-20
41,2025,45078,Almbakkevika,PD,Påvist,2024-07-30,2026-02-08,4602,KINN,46,Vestland,61.620335,5.271967,4,Nordhordaland til Stadt,7b702a31-db7e-4453-b6cb-d20e516f5e95,SAV3,2024-07-30,2024-08-16,2025-11-13,2026-02-08
41,2025,12988,Aukrasanden,ILA,Mistanke,2025-08-04,,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,751fcedd-666c-4a26-9564-b36f67127a51,,2025-08-04,,2025-09-06,
41,2025,12357,Aursøysva,PD,Påvist,2024-10-30,2025-12-01,5014,FRØYA,50,Trøndelag,63.801968,8.910767,6,Nordmøre og Sør-Trøndelag,6330cabe-0a18-4d5d-a215-6527142a3276,SAV2,2024-10-30,2024-11-27,2025-08-26,2025-12-01
41,2025,11800,Austneståa,SYSTEMISK_INFEKSJON_MED_FLAVOBACTERIUM_PSYCHROPHILUM,Avsluttet,2025-10-01,2025-10-07,4602,KINN,46,Vestland,61.490868,5.17265,4,Nordhordaland til Stadt,bf83b795-d235-43d1-a09d-444d49d104d3,,2025-10-01,2025-10-01,,2025-10-07
41,2025,11488,Brattavika,PD,Avsluttet,2024-07-24,2025-10-12,4625,AUSTEVOLL,46,Vestland,60.044117,5.303317,3,Karmøy til Sotra,7d4a12ef-23c1-49b0-baf5-de4748af0b7c,SAV3,2024-07-24,2024-08-05,2024-10-24,2025-10-12
41,2025,10223,Bremnessvaet,PD,Påvist,2025-03-07,2025-10-20,1573,SMØLA,15,Møre og Romsdal,63.398018,8.213567,6,Nordmøre og Sør-Trøndelag,d8865fa6-c514-4a3c-8161-86c0a85b2e6e,SAV2,2025-03-07,2025-04-08,2025-06-18,2025-10-20
41,2025,12466,Brettingen,PD,Påvist,2025-03-03,2025-11-28,1573,SMØLA,15,Møre og Romsdal,63.3582,8.237267,6,Nordmøre og Sør-Trøndelag,7d1602a2-0a35-4f96-9594-a8f96bc5d1c7,SAV2,2025-03-03,2025-04-03,2025-09-16,2025-11-28
41,2025,11543,Buholmen,PD,Påvist,2025-01-22,,4625,AUSTEVOLL,46,Vestland,60.020466,5.080083,3,Karmøy til Sotra,3f4af387-0e08-4129-b4b5-01f4b31748f4,SAV3,2025-01-22,2025-03-26,,
41,2025,12361,Bukkholmen S,PD,Påvist,2025-05-06,2025-12-01,5014,FRØYA,50,Trøndelag,63.72378,8.8621,6,Nordmøre og Sør-Trøndelag,00fd7145-b072-4da2-845c-994f9a6bc63f,SAV2,2025-05-06,2025-05-19,2025-06-13,2025-12-01
41,2025,10757,Dåvøya,ILA,Mistanke,2025-10-10,,5534,KARLSØY,55,Troms,70.0722,19.341066,11,Kvaløya til Loppa,a4b09de8-9d00-4976-abbc-19e5fd294399,,2025-10-10,2025-10-22,2025-12-04,
41,2025,14799,Djupestallen,PD,Påvist,2025-04-23,2025-12-07,4616,TYSNES,46,Vestland,60.058968,5.452733,3,Karmøy til Sotra,1e882fe0-27cd-42ab-81ce-db1fa00903fd,SAV3,2025-04-23,2025-05-23,2025-08-04,2025-12-07
41,2025,10505,Dragnes,ILA,Påvist,2025-06-06,2025-10-16,1866,HADSEL,18,Nordland,68.58393,14.707267,9,Vestfjorden og Vesterålen,b56466de-e4e9-4675-9ba2-84e2f2ebd846,,2025-06-06,2025-06-13,2025-06-15,2025-10-16
41,2025,13711,Dyvika,PD,Påvist,2025-03-05,,4645,ASKVOLL,46,Vestland,61.479282,5.375283,4,Nordhordaland til Stadt,0fa28ddb-cc32-42c4-9250-342795f6ed59,SAV3,2025-03-05,2025-03-25,2025-12-14,
41,2025,33077,Elveneset,PD,Påvist,2025-08-27,,4637,HYLLESTAD,46,Vestland,61.205833,5.131717,4,Nordhordaland til Stadt,0efdb5cf-fa39-45ae-b5d6-03d9ec216e15,SAV3,2025-08-27,2025-09-08,,
41,2025,31398,Finnvik,ILA,Mistanke,2025-07-03,2026-01-08,5501,TROMSØ,55,Troms,69.892334,18.807083,11,Kvaløya til Loppa,cfadf446-4237-4797-806e-58eaa26a58ab,,2025-07-03,2025-10-14,2025-07-28,2026-01-08
41,2025,25835,Flatøyflu,PD,Påvist,2025-02-03,,4625,AUSTEVOLL,46,Vestland,60.156033,5.2315,3,Karmøy til Sotra,9f7ad7b4-2406-4db8-93f8-a2130c1ca130,SAV3,2025-02-03,2025-03-27,,
41,2025,12435,Grøttingsøy,PD,Mistanke,2025-09-15,,5014,FRØYA,50,Trøndelag,63.879467,8.543083,6,Nordmøre og Sør-Trøndelag,47ca80b5-28cf-4545-949a-05d5acfc682b,SAV2,2025-09-15,2025-10-21,,
41,2025,24735,Gulholmen,PD,Påvist,2025-05-26,2026-03-30,4624,BJØRNAFJORDEN,46,Vestland,60.126682,5.399417,3,Karmøy til Sotra,f8950c82-770f-4bc5-8914-5f383b76a0bb,SAV3,2025-05-26,2025-06-11,2025-10-19,2026-03-30
41,2025,39537,Gyltneset,ILA,Påvist,2025-09-17,,5007,NAMSOS,50,Trøndelag,64.683815,11.36595,7,Nord-Trøndelag med Bindal,87e5cdfa-1d36-411a-a55b-ab01b9bdd686,,2025-09-17,2025-10-02,2025-10-21,
41,2025,39217,Hårkallbåen,PD,Påvist,2025-04-30,2025-11-18,1573,SMØLA,15,Møre og Romsdal,63.421917,8.207483,6,Nordmøre og Sør-Trøndelag,7f772e1e-a887-4f00-b335-745c68113332,SAV2,2025-04-30,2025-05-22,2025-07-16,2025-11-18
41,2025,33957,Hofsøya,PD,Påvist,2025-05-28,2025-12-01,5014,FRØYA,50,Trøndelag,63.7224,8.9145,6,Nordmøre og Sør-Trøndelag,b925770e-cac2-46f4-a360-1697b4fb8a44,SAV2,2025-05-28,2025-06-19,2025-06-05,2025-12-01
41,2025,45010,Holand,ILA,Påvist,2025-05-30,,1870,SORTLAND,18,Nordland,68.63108,15.269267,9,Vestfjorden og Vesterålen,2d178cd8-93df-4742-a3ac-6f378ede5513,,2025-05-30,2025-06-13,2025-06-21,
41,2025,11405,Innerbrokløysa,ILA,Mistanke,2025-07-28,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,416fd271-2ab1-462e-b85f-90a01965e323,,2025-07-28,,,
41,2025,11405,Innerbrokløysa,ILA,Påvist,,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,19a597b9-a773-45ee-b108-a68e5a0b2236,,,2025-08-06,,
41,2025,22915,Kalsøyflu,PD,Påvist,2025-02-11,,4625,AUSTEVOLL,46,Vestland,60.03818,5.114417,3,Karmøy til Sotra,97ba4796-cb04-4238-8acf-8738dc3ccf6d,SAV3,2025-02-11,2025-03-05,,
41,2025,24455,Klavelandet,PD,Påvist,2025-02-28,2026-02-20,4602,KINN,46,Vestland,61.60395,5.186533,4,Nordhordaland til Stadt,edbe5d81-6d76-4cd4-8cba-67f765636f8a,SAV3,2025-02-28,2025-03-10,2025-11-25,2026-02-20
41,2025,12980,Klubben,PD,Påvist,2025-04-29,,4636,SOLUND,46,Vestland,61.17955,5.00315,4,Nordhordaland til Stadt,1a46ea41-e782-4bd1-96e1-01d2dea5694a,SAV3,2025-04-29,2025-05-16,,
41,2025,45129,Kvitholmen,PD,Påvist,2024-10-03,2026-01-01,1573,SMØLA,15,Møre og Romsdal,63.46975,8.156933,6,Nordmøre og Sør-Trøndelag,c6286e36-59b7-493a-8448-70ec1098c6f6,SAV2,2024-10-03,2024-10-25,,2026-01-01
41,2025,20595,Kyrholmen S,PD,Påvist,2025-03-26,,4625,AUSTEVOLL,46,Vestland,60.161583,5.207633,3,Karmøy til Sotra,9212ee4c-003f-411d-b268-79bfb6a8e38c,SAV3,2025-03-26,2025-05-20,,
41,2025,11791,Langeråa,PD,Påvist,2025-05-07,,4602,KINN,46,Vestland,61.633835,4.864633,4,Nordhordaland til Stadt,f501049a-110f-4055-9d61-0c7df5dccbe7,SAV3,2025-05-07,2025-05-23,2026-02-28,
41,2025,19098,Leivsethamran,ILA,Mistanke,2025-09-15,2026-03-27,1841,FAUSKE,18,Nordland,67.22784,15.348633,8,Helgeland til Bodø,48fe34f1-78d5-48b9-8216-2911c0888230,,2025-09-15,,2025-11-30,2026-03-27
41,2025,28396,Lindarholmen,PD,Påvist,2025-05-20,2025-12-17,4616,TYSNES,46,Vestland,60.083866,5.63925,3,Karmøy til Sotra,e173e16f-a1ac-40bc-acb5-0cb9d2b3c34f,SAV3,2025-05-20,2025-06-03,2025-09-05,2025-12-17
41,2025,14039,Litle Lunnøy,PD,Påvist,2025-03-06,,4625,AUSTEVOLL,46,Vestland,60.02005,5.169533,3,Karmøy til Sotra,48c92b0f-dc13-4f53-8cdc-651250f9f6e2,SAV3,2025-03-06,2025-03-21,,
41,2025,45206,Lyngholmane,PD,Påvist,2025-07-14,,4636,SOLUND,46,Vestland,61.19315,4.8515,4,Nordhordaland til Stadt,170d5602-4f8d-468f-a7e7-d520269862e7,SAV3,2025-07-14,2025-07-28,2026-01-18,
41,2025,13541,Midtflua,PD,Påvist,2025-05-08,2026-02-01,4616,TYSNES,46,Vestland,60.076633,5.467067,3,Karmøy til Sotra,d236f6d7-bdfe-42e7-8d51-94329eab8ed9,SAV3,2025-05-08,2025-06-20,2025-07-07,2026-02-01
41,2025,34277,Mikkelsøya,ILA,Påvist,2025-05-19,2025-10-24,1867,BØ I NORDLAND,18,Nordland,68.65618,14.729933,9,Vestfjorden og Vesterålen,78986826-42c5-4c71-a2e3-3ec7cd627fe1,,2025-05-19,2025-05-28,2025-06-15,2025-10-24
41,2025,27055,Oddane,PD,Påvist,2025-04-02,,4602,KINN,46,Vestland,61.540367,4.968933,4,Nordhordaland til Stadt,3994f748-38c7-4849-b55b-36d6a3c4723e,SAV3,2025-04-02,2025-04-16,,
41,2025,39937,Orholmen,PD,Mistanke,2025-06-06,2026-01-20,1547,AUKRA,15,Møre og Romsdal,62.77625,6.78015,5,Stadt til Hustadvika,fd65c694-8519-4ed4-b627-27a536caf9dd,SAV2,2025-06-06,,2025-07-01,2026-01-20
41,2025,33417,Persflua,PD,Påvist,2025-06-11,,5057,ØRLAND,50,Trøndelag,63.911266,9.823317,6,Nordmøre og Sør-Trøndelag,0aa2efcc-0777-4e68-b4b2-d6b092241ca8,SAV2,2025-06-11,2025-06-27,2025-11-09,
41,2025,29116,Reiråklakken,PD,Påvist,2024-12-16,2025-12-19,1573,SMØLA,15,Møre og Romsdal,63.44995,8.167133,6,Nordmøre og Sør-Trøndelag,498c81e6-207a-4f26-bb17-783299da780d,SAV2,2024-12-16,2025-01-05,,2025-12-19
41,2025,36957,Rjukan I,SYSTEMISK_INFEKSJON_MED_FLAVOBACTERIUM_PSYCHROPHILUM,Mistanke,2025-09-04,2025-12-17,4026,TINN,40,Telemark,59.880283,8.65915,,,34ae183c-5d3d-44af-b343-5746e6e57252,,2025-09-04,,,2025-12-17
41,2025,10170,Sande,SYSTEMISK_INFEKSJON_MED_FLAVOBACTERIUM_PSYCHROPHILUM,Påvist,2023-12-20,2025-12-18,4650,GLOPPEN,46,Vestland,61.779716,6.12425,4,Nordhordaland til Stadt,ca3e26a4-9e79-478c-aa7e-78d7161baccb,,2023-12-20,2023-12-20,,2025-12-18
41,2025,31677,Sandholmane,PD,Påvist,2024-10-14,,1547,AUKRA,15,Møre og Romsdal,62.79658,6.67125,5,Stadt til Hustadvika,96ee9790-d8e0-4d89-9efb-5fc733c82d9f,SAV2,2024-10-14,2024-11-05,2025-12-19,
41,2025,19635,Skatleia,ILA,Påvist,2025-05-19,2026-01-27,1867,BØ I NORDLAND,18,Nordland,68.8001,14.593767,9,Vestfjorden og Vesterålen,53d4f1d1-21c1-4011-8bfe-16cde79955ab,,2025-05-19,2025-06-02,2025-07-03,2026-01-27
41,2025,38577,Skreda,PD,Mistanke,2025-07-08,2026-01-01,4636,SOLUND,46,Vestland,61.14635,5.08115,4,Nordhordaland til Stadt,06595bf8-67e9-42e2-a79c-a538e1c51357,SAV3,2025-07-08,,2025-07-26,2026-01-01
41,2025,24456,Slettholmene,PD,Mistanke,2025-09-15,,5014,FRØYA,50,Trøndelag,63.88,8.559183,6,Nordmøre og Sør-Trøndelag,1aed6f9c-a1df-45ea-b729-b75a793d88e1,SAV2,2025-09-15,,,
41,2025,31837,Sørfjorden Stamfiskanlegg,ILA,Mistanke,2024-01-23,2026-03-23,1845,SØRFOLD,18,Nordland,67.575485,15.878083,9,Vestfjorden og Vesterålen,9539c125-e8b1-490c-ae6b-5a8183b77dd1,,2024-01-23,,,2026-03-23
41,2025,10311,Storlia,PD,Påvist,2025-07-04,,4637,HYLLESTAD,46,Vestland,61.203133,5.193833,4,Nordhordaland til Stadt,aeaaa3c6-73c8-48e2-a1fb-649ff0e24996,SAV3,2025-07-04,2025-07-07,,
41,2025,31338,Storskjeret,ILA,Påvist,2025-05-09,2025-11-12,1576,AURE,15,Møre og Romsdal,63.27048,8.2298,6,Nordmøre og Sør-Trøndelag,3a0f0fbf-6e62-4f5c-b70b-2896e9ac7dd7,,2025-05-09,2025-05-20,2025-06-17,2025-11-12
41,2025,22435,Stretarneset,ILA,Påvist,2025-05-05,2025-10-24,1866,HADSEL,18,Nordland,68.67398,14.982483,9,Vestfjorden og Vesterålen,baae5c22-29ea-48ab-9bb9-725f14238180,,2025-05-05,2025-05-12,2025-05-06,2025-10-24
41,2025,11813,Svinøy V,PD,Påvist,2025-06-06,,4646,FJALER,46,Vestland,61.30475,5.101317,4,Nordhordaland til Stadt,42fac8d7-2a1d-43e0-aa2e-2bcbcf9a7c44,SAV3,2025-06-06,2025-06-26,2025-12-31,
41,2025,30837,Torangskjeret,PD,Påvist,2025-09-10,,4625,AUSTEVOLL,46,Vestland,60.130184,5.176033,3,Karmøy til Sotra,3d218da0-9196-4a16-b410-2dc2ebbcddf4,SAV3,2025-09-10,2025-09-29,,
41,2025,29336,Trælsøyosen,PD,Påvist,2025-05-26,2026-03-20,4625,AUSTEVOLL,46,Vestland,60.11805,5.26865,3,Karmøy til Sotra,262c08a9-0fd2-4416-ab08-c289545eb425,SAV3,2025-05-26,2025-06-13,2025-08-08,2026-03-20
41,2025,17077,Trettevik,ILA,Påvist,2025-06-13,,5530,SENJA,55,Troms,69.5115,18.022167,10,Andøya til Senja,74d56b2a-7c80-4c50-b8b7-95afdeecb0d6,,2025-06-13,2025-06-19,2025-07-15,
41,2025,13594,Trolløya Sv,ILA,Mistanke,2025-05-15,2025-10-24,1870,SORTLAND,18,Nordland,68.704,15.016667,9,Vestfjorden og Vesterålen,0b6c446a-724d-4e19-807a-41320738ce3c,,2025-05-15,,,2025-10-24
41,2025,13562,Uføro,PD,Påvist,2025-03-15,,4614,STORD,46,Vestland,59.87835,5.526917,3,Karmøy til Sotra,f7213d6f-c40e-4517-a8a4-27a33d14681d,SAV3,2025-03-15,2025-04-25,,
41,2025,45032,Ytterflesa,ILA,Påvist,2025-05-28,2025-11-20,5060,NÆRØYSUND,50,Trøndelag,64.972984,11.443517,7,Nord-Trøndelag med Bindal,171e4ce3-a5b6-4350-8d19-c79a735e9007,,2025-05-28,2025-06-13,2025-07-25,2025-11-20
40,2025,45078,Almbakkevika,PD,Påvist,2024-07-30,2026-02-08,4602,KINN,46,Vestland,61.620335,5.271967,4,Nordhordaland til Stadt,7b702a31-db7e-4453-b6cb-d20e516f5e95,SAV3,2024-07-30,2024-08-16,2025-11-13,2026-02-08
40,2025,12988,Aukrasanden,ILA,Mistanke,2025-08-04,,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,751fcedd-666c-4a26-9564-b36f67127a51,,2025-08-04,,2025-09-06,
40,2025,12357,Aursøysva,PD,Påvist,2024-10-30,2025-12-01,5014,FRØYA,50,Trøndelag,63.801968,8.910767,6,Nordmøre og Sør-Trøndelag,6330cabe-0a18-4d5d-a215-6527142a3276,SAV2,2024-10-30,2024-11-27,2025-08-26,2025-12-01
40,2025,11800,Austneståa,SYSTEMISK_INFEKSJON_MED_FLAVOBACTERIUM_PSYCHROPHILUM,Påvist,2025-10-01,2025-10-07,4602,KINN,46,Vestland,61.490868,5.17265,4,Nordhordaland til Stadt,bf83b795-d235-43d1-a09d-444d49d104d3,,2025-10-01,2025-10-01,,2025-10-07
40,2025,11488,Brattavika,PD,Påvist,2024-07-24,2025-10-12,4625,AUSTEVOLL,46,Vestland,60.044117,5.303317,3,Karmøy til Sotra,7d4a12ef-23c1-49b0-baf5-de4748af0b7c,SAV3,2024-07-24,2024-08-05,2024-10-24,2025-10-12
40,2025,10223,Bremnessvaet,PD,Påvist,2025-03-07,2025-10-20,1573,SMØLA,15,Møre og Romsdal,63.398018,8.213567,6,Nordmøre og Sør-Trøndelag,d8865fa6-c514-4a3c-8161-86c0a85b2e6e,SAV2,2025-03-07,2025-04-08,2025-06-18,2025-10-20
